agency,agency_link,govt_levels_covered,data_granularity,data_status,data_home_link
Secretary of State,http://www.sos.state.oh.us/elections.aspx,local|state|federal,precinct,live|certified,http://www.sos.state.oh.us/sos/elections/Research/electResultsMain.aspx
