agency,agency_link,govt_levels_covered,data_granularity,data_status,data_home_link
Secretary of State,http://sos.iowa.gov/elections/results/index.html,county|house|state|federal,precinct,live|certified,http://sos.iowa.gov/elections/results/index.html
