"FirstName","MiddleName","LastName","Suffix","TOTAL_VOTES","Party","WriteInVote","LOCALITY_CODE","LocalityName","PrecinctName","Jurisdiction","OfficeTitle","DistrictType","ElectionType","ELECTION_DATE","ElectionName"
"","","WRITE IN VOTES","","0","","1","051","DICKENSON COUNTY","201 - NORA","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","0","","1","051","DICKENSON COUNTY","201 - NORA","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"FREDERICK","CARLYLE","BOUCHER","","184","Democrat","0","051","DICKENSON COUNTY","201 - NORA","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"Howard","Morgan","Griffith","","127","Republican","0","051","DICKENSON COUNTY","201 - NORA","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JAMES","EDWARD","MONAHAN","","135","Democrat","0","051","DICKENSON COUNTY","201 - NORA","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
"jeremiah","david","heaton","","1","Independent","0","051","DICKENSON COUNTY","201 - NORA","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"MICHAEL","LEE","YATES","","167","Republican","0","051","DICKENSON COUNTY","201 - NORA","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","1","","1","051","DICKENSON COUNTY","202 - FRYING PAN","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","0","","1","051","DICKENSON COUNTY","202 - FRYING PAN","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"FREDERICK","CARLYLE","BOUCHER","","74","Democrat","0","051","DICKENSON COUNTY","202 - FRYING PAN","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"Howard","Morgan","Griffith","","59","Republican","0","051","DICKENSON COUNTY","202 - FRYING PAN","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JAMES","EDWARD","MONAHAN","","49","Democrat","0","051","DICKENSON COUNTY","202 - FRYING PAN","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
"jeremiah","david","heaton","","1","Independent","0","051","DICKENSON COUNTY","202 - FRYING PAN","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"MICHAEL","LEE","YATES","","71","Republican","0","051","DICKENSON COUNTY","202 - FRYING PAN","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","1","","1","051","DICKENSON COUNTY","203 - CLINCHCO","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","0","","1","051","DICKENSON COUNTY","203 - CLINCHCO","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"FREDERICK","CARLYLE","BOUCHER","","256","Democrat","0","051","DICKENSON COUNTY","203 - CLINCHCO","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"Howard","Morgan","Griffith","","104","Republican","0","051","DICKENSON COUNTY","203 - CLINCHCO","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JAMES","EDWARD","MONAHAN","","216","Democrat","0","051","DICKENSON COUNTY","203 - CLINCHCO","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
"jeremiah","david","heaton","","4","Independent","0","051","DICKENSON COUNTY","203 - CLINCHCO","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"MICHAEL","LEE","YATES","","130","Republican","0","051","DICKENSON COUNTY","203 - CLINCHCO","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","0","","1","051","DICKENSON COUNTY","301 - WEST DANTE","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","0","","1","051","DICKENSON COUNTY","301 - WEST DANTE","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"FREDERICK","CARLYLE","BOUCHER","","54","Democrat","0","051","DICKENSON COUNTY","301 - WEST DANTE","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"Howard","Morgan","Griffith","","96","Republican","0","051","DICKENSON COUNTY","301 - WEST DANTE","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JAMES","EDWARD","MONAHAN","","48","Democrat","0","051","DICKENSON COUNTY","301 - WEST DANTE","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
"jeremiah","david","heaton","","4","Independent","0","051","DICKENSON COUNTY","301 - WEST DANTE","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"MICHAEL","LEE","YATES","","98","Republican","0","051","DICKENSON COUNTY","301 - WEST DANTE","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","2","","1","051","DICKENSON COUNTY","302 - HERALD","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","0","","1","051","DICKENSON COUNTY","302 - HERALD","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"FREDERICK","CARLYLE","BOUCHER","","120","Democrat","0","051","DICKENSON COUNTY","302 - HERALD","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"Howard","Morgan","Griffith","","110","Republican","0","051","DICKENSON COUNTY","302 - HERALD","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JAMES","EDWARD","MONAHAN","","59","Democrat","0","051","DICKENSON COUNTY","302 - HERALD","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
"jeremiah","david","heaton","","1","Independent","0","051","DICKENSON COUNTY","302 - HERALD","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"MICHAEL","LEE","YATES","","151","Republican","0","051","DICKENSON COUNTY","302 - HERALD","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","1","","1","051","DICKENSON COUNTY","303 - RIDGE","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","0","","1","051","DICKENSON COUNTY","303 - RIDGE","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"FREDERICK","CARLYLE","BOUCHER","","125","Democrat","0","051","DICKENSON COUNTY","303 - RIDGE","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"Howard","Morgan","Griffith","","165","Republican","0","051","DICKENSON COUNTY","303 - RIDGE","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JAMES","EDWARD","MONAHAN","","92","Democrat","0","051","DICKENSON COUNTY","303 - RIDGE","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
"jeremiah","david","heaton","","7","Independent","0","051","DICKENSON COUNTY","303 - RIDGE","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"MICHAEL","LEE","YATES","","197","Republican","0","051","DICKENSON COUNTY","303 - RIDGE","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","3","","1","051","DICKENSON COUNTY","304 - LONGS FORK","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","0","","1","051","DICKENSON COUNTY","304 - LONGS FORK","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"FREDERICK","CARLYLE","BOUCHER","","121","Democrat","0","051","DICKENSON COUNTY","304 - LONGS FORK","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"Howard","Morgan","Griffith","","136","Republican","0","051","DICKENSON COUNTY","304 - LONGS FORK","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JAMES","EDWARD","MONAHAN","","95","Democrat","0","051","DICKENSON COUNTY","304 - LONGS FORK","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
"jeremiah","david","heaton","","0","Independent","0","051","DICKENSON COUNTY","304 - LONGS FORK","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"MICHAEL","LEE","YATES","","153","Republican","0","051","DICKENSON COUNTY","304 - LONGS FORK","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","3","","1","051","DICKENSON COUNTY","401 - COLLEY","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","1","","1","051","DICKENSON COUNTY","401 - COLLEY","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","0","","1","051","DICKENSON COUNTY","401 - COLLEY","HAYSI","Member Town Council - Special","Town","General","11/2/2010 12:00:00 AM","2010 November General"
"BARRY","LEE","WHITT","","11","Independent","0","051","DICKENSON COUNTY","401 - COLLEY","HAYSI","Member Town Council - Special","Town","General","11/2/2010 12:00:00 AM","2010 November General"
"DANIEL","JAYNES","JARSTFER","","1","Independent","0","051","DICKENSON COUNTY","401 - COLLEY","HAYSI","Member Town Council - Special","Town","General","11/2/2010 12:00:00 AM","2010 November General"
"DENNIS","EDWARD","REEDY","","0","Independent","0","051","DICKENSON COUNTY","401 - COLLEY","HAYSI","Member Town Council - Special","Town","General","11/2/2010 12:00:00 AM","2010 November General"
"FREDERICK","CARLYLE","BOUCHER","","364","Democrat","0","051","DICKENSON COUNTY","401 - COLLEY","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"Howard","Morgan","Griffith","","109","Republican","0","051","DICKENSON COUNTY","401 - COLLEY","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JAMES","CLAUDE","OWENS","","1","Independent","0","051","DICKENSON COUNTY","401 - COLLEY","HAYSI","Member Town Council - Special","Town","General","11/2/2010 12:00:00 AM","2010 November General"
"JAMES","EDWARD","MONAHAN","","275","Democrat","0","051","DICKENSON COUNTY","401 - COLLEY","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
"jeremiah","david","heaton","","8","Independent","0","051","DICKENSON COUNTY","401 - COLLEY","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"MICHAEL","LEE","YATES","","149","Republican","0","051","DICKENSON COUNTY","401 - COLLEY","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","0","","1","051","DICKENSON COUNTY","402 - HAYSI","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","0","","1","051","DICKENSON COUNTY","402 - HAYSI","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","0","","1","051","DICKENSON COUNTY","402 - HAYSI","HAYSI","Member Town Council - Special","Town","General","11/2/2010 12:00:00 AM","2010 November General"
"BARRY","LEE","WHITT","","39","Independent","0","051","DICKENSON COUNTY","402 - HAYSI","HAYSI","Member Town Council - Special","Town","General","11/2/2010 12:00:00 AM","2010 November General"
"DANIEL","JAYNES","JARSTFER","","15","Independent","0","051","DICKENSON COUNTY","402 - HAYSI","HAYSI","Member Town Council - Special","Town","General","11/2/2010 12:00:00 AM","2010 November General"
"DENNIS","EDWARD","REEDY","","24","Independent","0","051","DICKENSON COUNTY","402 - HAYSI","HAYSI","Member Town Council - Special","Town","General","11/2/2010 12:00:00 AM","2010 November General"
"FREDERICK","CARLYLE","BOUCHER","","332","Democrat","0","051","DICKENSON COUNTY","402 - HAYSI","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"Howard","Morgan","Griffith","","128","Republican","0","051","DICKENSON COUNTY","402 - HAYSI","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JAMES","CLAUDE","OWENS","","5","Independent","0","051","DICKENSON COUNTY","402 - HAYSI","HAYSI","Member Town Council - Special","Town","General","11/2/2010 12:00:00 AM","2010 November General"
"JAMES","EDWARD","MONAHAN","","236","Democrat","0","051","DICKENSON COUNTY","402 - HAYSI","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
"jeremiah","david","heaton","","9","Independent","0","051","DICKENSON COUNTY","402 - HAYSI","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"MICHAEL","LEE","YATES","","182","Republican","0","051","DICKENSON COUNTY","402 - HAYSI","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","0","","1","051","DICKENSON COUNTY","501 - TARPON","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","0","","1","051","DICKENSON COUNTY","501 - TARPON","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"FREDERICK","CARLYLE","BOUCHER","","149","Democrat","0","051","DICKENSON COUNTY","501 - TARPON","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"Howard","Morgan","Griffith","","72","Republican","0","051","DICKENSON COUNTY","501 - TARPON","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JAMES","EDWARD","MONAHAN","","135","Democrat","0","051","DICKENSON COUNTY","501 - TARPON","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
